"","HF.Rep.1","TTA.FO.Rep.1","FO.Rep.2","TTA.Rep.3","TTA.Rep.1","HF.Rep.2","TTA.FO.Rep.2","FO.Rep.3","FO.Rep.1","TTA.Rep.2","HF.Rep.3","TTA.FO.Rep.3","log-ratios .Rep. vs .Rep.1","log-ratios C3 vs .Rep.1","log-ratios .Rep.3 vs .Rep.1","log-ratios C3 vs .Rep.","log-ratios .Rep.3 vs .Rep.","log-ratios .Rep.3 vs C3","p-values limma .Rep. vs .Rep.1","p-values limma C3 vs .Rep.1","p-values limma .Rep.3 vs .Rep.1","p-values limma C3 vs .Rep.","p-values limma .Rep.3 vs .Rep.","p-values limma .Rep.3 vs C3","p-values Miss test .Rep. vs .Rep.1","p-values Miss test C3 vs .Rep.1","p-values Miss test .Rep.3 vs .Rep.1","p-values Miss test C3 vs .Rep.","p-values Miss test .Rep.3 vs .Rep.","p-values Miss test .Rep.3 vs C3","p-values rank products .Rep. vs .Rep.1","p-values rank products C3 vs .Rep.1","p-values rank products .Rep.3 vs .Rep.1","p-values rank products C3 vs .Rep.","p-values rank products .Rep.3 vs .Rep.","p-values rank products .Rep.3 vs C3","p-values permutation test .Rep. vs .Rep.1","p-values permutation test C3 vs .Rep.1","p-values permutation test .Rep.3 vs .Rep.1","p-values permutation test C3 vs .Rep.","p-values permutation test .Rep.3 vs .Rep.","p-values permutation test .Rep.3 vs C3","p-values t-test .Rep. vs .Rep.1","p-values t-test C3 vs .Rep.1","p-values t-test .Rep.3 vs .Rep.1","p-values t-test C3 vs .Rep.","p-values t-test .Rep.3 vs .Rep.","p-values t-test .Rep.3 vs C3","q-values PolySTest .Rep. vs .Rep.1","q-values PolySTest C3 vs .Rep.1","q-values PolySTest .Rep.3 vs .Rep.1","q-values PolySTest C3 vs .Rep.","q-values PolySTest .Rep.3 vs .Rep.","q-values PolySTest .Rep.3 vs C3","q-values limma .Rep. vs .Rep.1","q-values limma C3 vs .Rep.1","q-values limma .Rep.3 vs .Rep.1","q-values limma C3 vs .Rep.","q-values limma .Rep.3 vs .Rep.","q-values limma .Rep.3 vs C3","q-values Miss test .Rep. vs .Rep.1","q-values Miss test C3 vs .Rep.1","q-values Miss test .Rep.3 vs .Rep.1","q-values Miss test C3 vs .Rep.","q-values Miss test .Rep.3 vs .Rep.","q-values Miss test .Rep.3 vs C3","q-values rank products .Rep. vs .Rep.1","q-values rank products C3 vs .Rep.1","q-values rank products .Rep.3 vs .Rep.1","q-values rank products C3 vs .Rep.","q-values rank products .Rep.3 vs .Rep.","q-values rank products .Rep.3 vs C3","q-values permutation test .Rep. vs .Rep.1","q-values permutation test C3 vs .Rep.1","q-values permutation test .Rep.3 vs .Rep.1","q-values permutation test C3 vs .Rep.","q-values permutation test .Rep.3 vs .Rep.","q-values permutation test .Rep.3 vs C3","q-values t-test .Rep. vs .Rep.1","q-values t-test C3 vs .Rep.1","q-values t-test .Rep.3 vs .Rep.1","q-values t-test C3 vs .Rep.","q-values t-test .Rep.3 vs .Rep.","q-values t-test .Rep.3 vs C3"
"feature 29",0.3239679982,1.9176042824,-0.5832044251,NA,-1.3829122703,-0.9954633134,0.7703447941,NA,0.6147054984,0.6654526352,NA,NA,0.6772774593,0.241649775733333,NA,-0.435627683566667,NA,NA,0.444928240623843,0.803731678080834,NA,0.655766730497462,NA,NA,0.0228177387242735,0.512943592292908,0.026739023020235,0.173137782009846,0.0197451703337173,0.333581235889182,0.696049116929409,0.66800844454367,NA,0.570416077748819,NA,NA,0.450549450549451,0.75024975024975,NA,0.619524405506884,NA,NA,0.556474829745656,0.812826219165992,NA,0.714483821876042,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,0.996724874335073,0.999884892217684,NA,0.996241307005781,NA,NA,0.902419883480947,1,0.0875095298844053,1,0.334140924721908,1,1,1,NA,1,NA,NA,0.998683419209076,1,NA,1,NA,NA,0.999056344581373,0.999905964085686,NA,0.996322100463079,NA,NA
"feature 30",-0.1153854157,0.3479949577,NA,NA,-0.0079997642,NA,NA,NA,0.0115728899,NA,NA,NA,0.385265721033333,NA,NA,NA,NA,NA,0.10086367172746,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 31",-0.1214360652,0.0854741976,NA,NA,0.03599149,NA,NA,NA,-0.1395086653,NA,NA,NA,0.1604586111,NA,NA,NA,NA,NA,0.44781861733252,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 32",NA,NA,NA,0.0450649367,NA,NA,NA,-0.1135337687,NA,NA,0.3258991036,-0.2893280176,NA,NA,NA,NA,NA,-0.445164720133333,NA,NA,NA,NA,NA,0.109907998957398,1,1,0.026739023020235,1,0.0475004255732124,0.541823864424422,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,0.823545813826538,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 33",0.0948591528,0.1039819484,-0.0658601947,0.0362906537,0.0269481891,0.1301888937,-0.0538231981,0.0325426647,-0.0771309172,-0.0494040929,-0.0648231419,-0.045986998,0.0466967748333333,-0.0763943198,-0.00727670143333333,-0.123091094633333,-0.0539734762666667,0.0691176183666667,0.630816608680385,0.436168381269295,0.939960560445878,0.220250009770287,0.57931761813779,0.479906418286194,0.607865531470457,0.708394936441358,1,0.12108868557519,0.499675781982319,0.116360308105342,0.556136597644435,0.45397497460109,0.524090344769881,0.298330930295221,0.669329117086282,0.302788285154718,0.411588411588412,0.106893106893107,0.458541458541459,0.045954045954046,0.619380619380619,0.125874125874126,0.568116078573881,0.265810982789537,0.90593452012745,0.158460121690154,0.451322584523094,0.120550314514482,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 34",-0.0027349915,-0.1740279267,0.0505531227,-0.160831305,-0.0316803567,-0.0596113135,0.0703621653,0.0801194631,0.2560548067,0.0737282941,-0.0540546231,0.1547632607,-0.1271834682,-0.0515929312,-0.0491960132333333,0.075590537,0.0779874549666667,0.00239691796666666,0.335012520621956,0.68996994299671,0.703572043457168,0.560726518065271,0.548585519536723,0.985154485267017,0.749326355924092,1,1,0.744152333803841,0.545168895287828,0.532140915418598,0.493816570232347,0.725079309112583,0.827612578767131,0.514003724980609,0.523174190852327,0.711396253866233,0.376623376623377,0.874125874125874,0.802197802197802,0.943056943056943,0.585414585414585,0.562437562437562,0.338324500595607,0.642983978121852,0.728391910728597,0.419771756885926,0.55103688917443,0.983037944882254,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.847298898715645,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.865612043521451
"feature 35",0.7401240374,-0.6504941463,0.0699768115,-0.3381693773,0.2639170635,0.3124018952,0.109561084,-0.4160384694,-0.2379657454,-0.4691790279,0.5908172236,0.0786362929,-0.524448878166667,0.00142658786666666,-0.480548969766667,0.525875466033333,0.0438999084,-0.481975557633333,0.113704532175333,0.996336438315273,0.143400926879145,0.11283995525622,0.887692669879887,0.142336710626904,0.514553034478465,0.512943592292908,0.217827282856829,0.620835226717417,0.599823958719109,0.470331945241143,0.393132478022103,0.95711798192149,0.240150138000647,0.151701773564063,0.784947210461797,0.11121142797742,0.260739260739261,0.713286713286713,0.26973026973027,0.218781218781219,0.896103896103896,0.131868131868132,0.268821705455059,0.996785729686302,0.229279828385088,0.214556129298453,0.903429056892354,0.101669118730542,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,0.555459571284914,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 36",0.6525117924,-0.6869854281,-0.0922661226,-0.3736400641,0.1844091726,0.2796374179,0.037174478,-0.254887747,-0.0937802285,-0.488169472,0.7455141001,0.0177309539,-0.546219406233333,-0.0175727603333334,-0.451312531233333,0.5286466459,0.094906875,-0.4337397709,0.0991538185228642,0.954596655192931,0.164228576496923,0.109076832876987,0.759006829933985,0.179734435140653,0.514553034478465,0.512943592292908,0.347017934321725,0.482066296048471,0.587507276797068,0.333581235889182,0.299160959856433,0.914693644861237,0.156142385083905,0.27717909617401,0.72296285061023,0.194295427513358,0.205794205794206,0.747252747252747,0.228771228771229,0.261738261738262,0.977022977022977,0.245754245754246,0.216251877878624,0.961266995649175,0.163248825879927,0.251041753019585,0.786699459567525,0.232947867594462,1,1,0.996133496133496,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,0.812141398871494,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 37",-0.448030894,0.1628410685,-0.6615296632,0.2970637376,0.7824648078,-0.2854314654,0.3492151253,-0.4248290465,-0.3877894684,0.4444986044,-0.2577762082,0.2774531224,0.1250879207,-0.172245063833333,0.0676811227,-0.297332984533333,-0.057406798,0.239926186533333,0.747180278536338,0.657879014049723,0.861279921617367,0.448992379915943,0.88214527007512,0.53921231116421,0.525652732777651,0.512943592292908,0.520580055134296,1,0.983053814466594,1,1,0.78790166841936,1,0.62443062168883,0.905038217093,0.660462026907953,0.736263736263736,0.7002997002997,0.823176823176823,0.421578421578422,0.919080919080919,0.501498501498502,0.80030840059436,0.747709762350875,0.892972784957287,0.462410143616817,0.86589400569966,0.561222789418933,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,1,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 38",0.862455755,-1.1978818644,NA,NA,-0.5899037542,NA,NA,NA,0.4848105649,NA,NA,NA,-1.45033605296667,NA,NA,NA,NA,NA,0.0773171987799815,NA,NA,NA,NA,NA,0.0278130930683409,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 39",0.0937149129,-0.1445571368,0.1324485682,-0.0182213079,0.0032351544,7.30326589604147e-05,-0.0057028258,0.0522578072,0.1921766855,0.0725510364,0.2091703384,-0.1751487105,-0.12035327351368,0.0155964426666667,-0.143412988,0.135949716180347,-0.0230597144863201,-0.159009430666667,0.305815141009619,0.891614196969772,0.22729724818542,0.250701063531679,0.840421912887412,0.184179593063195,0.620045614379322,1,0.564126555926939,0.48988301918896,1,0.419161157661195,0.402839504556661,0.642841711502163,0.361291462882357,0.30604143600957,0.70935510394541,0.256421546730446,0.300699300699301,0.371628371628372,0.65034965034965,0.310689310689311,0.601398601398601,0.381618381618382,0.226665845957103,0.860666229764198,0.175928626374697,0.203736243154695,0.815792857737571,0.159408024032751,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 40",-0.0914589773,-0.078166782,-0.1195173459,NA,0.0085871322,0.0342398024,0.0366845634,NA,0.0060609533,0.0450546047,NA,NA,0.0259795056333333,-0.01581276065,NA,-0.0417922662833333,NA,NA,0.816357521611361,0.899253690717668,NA,0.738800636714229,NA,NA,0.709418118024183,0.735258709279603,0.026739023020235,0.74923780186506,0.0475004255732124,0.541823864424422,0.669704563534662,0.649531748012795,NA,0.789164140255337,NA,NA,0.578421578421578,0.64367816091954,NA,0.496503496503497,NA,NA,0.640299411101188,0.875873062282905,NA,0.692355340129258,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,0.996724874335073,0.999884892217684,NA,0.996241307005781,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,1,1,NA,1,NA,NA,0.998683419209076,1,NA,1,NA,NA,0.999056344581373,0.999905964085686,NA,0.996322100463079,NA,NA
"feature 41",0.2248326446,-0.0456715665,0.1726079213,-0.16822662,-0.3433548874,0.0972269119,-0.0894616201,0.3347674784,0.061164178,-0.1379548598,0.2381243737,-0.3268534334,-0.00968048320000001,0.1262095799,-0.0343181700666667,0.1358900631,-0.0246376868666667,-0.160527749966667,0.961780485639358,0.536108284709479,0.865195911849492,0.505956184191037,0.902962321092596,0.434021940707466,1,1,1,0.422411377012329,0.737406677972349,0.737406677972349,0.807392123718494,0.323232735347854,0.768448375347879,0.287024309682849,0.938315268122708,0.662327148477509,0.887112887112887,0.474525474525474,0.955044955044955,0.307692307692308,0.947052947052947,0.709290709290709,0.961386170762492,0.562739602641395,0.902020574061831,0.332648077974204,0.915824862521709,0.524709590134758,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 42",0.2643857733,-0.1054755968,NA,NA,-0.2038820738,NA,NA,NA,-0.0602655886,NA,NA,NA,-0.1055549671,NA,NA,NA,NA,NA,0.703849785746224,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 43",NA,NA,-0.1770589232,0.2525453616,NA,-0.2308836358,0.2096967932,0.0558285231,NA,0.2110350276,-0.3268074432,-0.0789780947,NA,NA,NA,-0.0881322203,0.0863895674333333,0.174521787733333,NA,NA,NA,0.695132164266444,0.700804407668658,0.395547955159578,0.363020559285063,0.0319784852945416,0.026739023020235,1,0.706305956080333,0.73424018540133,NA,NA,NA,0.677798321457445,0.698581379450565,0.601489036497521,NA,NA,NA,0.716283716283716,0.548451548451548,0.330669330669331,NA,NA,NA,0.776679230369446,0.766846452330516,0.413171975038468,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,NA,NA,NA,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,0.996322100463079,0.999360667414772,0.853246744592412
"feature 44",NA,NA,NA,0.0693099601,NA,NA,NA,-0.0228780011,NA,NA,-0.03756329,-0.0253033125,NA,NA,NA,NA,NA,0.0446061721666667,NA,NA,NA,NA,NA,0.816929419844095,1,1,0.026739023020235,1,0.0475004255732124,0.108752223271033,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,0.831912140378016,1,1,0.0875095298844053,1,0.334140924721908,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 45",0.0562857499,-0.2085203392,NA,NA,0.0670634396,NA,NA,NA,0.093479626,NA,NA,NA,-0.280796611033333,NA,NA,NA,NA,NA,0.183249347563212,NA,NA,NA,NA,NA,0.0912916780783929,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 46",0.2946027004,-0.2579568585,NA,0.2070332894,-0.6633903062,NA,NA,-0.1515141579,0.6267444643,NA,0.2296116063,-0.2851307377,-0.343942478,0.1436259868,-0.162522821566667,0.4875684648,0.181419656433333,-0.306148808366667,0.508918205798786,0.779383911929342,0.655628961491067,0.447344001386349,0.723990800573715,0.555064212295083,0.241633710254583,0.212083617923583,0.175213803376106,1,0.501951875933462,0.541823864424422,1,1,0.962241910973786,1,1,1,NA,NA,0.787212787212787,NA,NA,NA,NA,NA,0.724765113686052,NA,NA,NA,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,0.902419883480947,0.901355376175228,0.470310735377969,1,1,1,1,1,1,1,1,1,NA,NA,0.996133496133496,NA,NA,NA,NA,NA,0.993487228703595,NA,NA,NA
"feature 47",-0.0274474584,-0.0311756341,-0.4889717113,NA,0.3623858854,-0.0530575652,-0.0132814526,NA,-0.5382100226,0.770722028,NA,NA,0.2965868081,-0.183369383416667,NA,-0.479956191516667,NA,NA,0.373618574867018,0.615703434840687,NA,0.210981627116826,NA,NA,0.525652732777651,1,0.026739023020235,0.482066296048471,0.0475004255732124,0.541823864424422,0.613714356371172,0.601143510035934,NA,0.493721377082306,NA,NA,0.398601398601399,0.520479520479521,NA,0.232587064676617,NA,NA,0.474519486930213,0.641443950040175,NA,0.27913688807843,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,0.996724874335073,0.999884892217684,NA,0.996241307005781,NA,NA,1,1,0.0875095298844053,1,0.334140924721908,1,1,1,NA,1,NA,NA,0.998683419209076,1,NA,1,NA,NA,0.999056344581373,0.999905964085686,NA,0.996322100463079,NA,NA
"feature 48",0.0915695899,-0.0087613646,NA,NA,-0.0075777565,NA,NA,NA,-0.1078613008,NA,NA,NA,-0.000804875466666663,NA,NA,NA,NA,NA,0.996861313407977,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.998833981379577,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 49",0.2822344853,0.0524453794,0.1476115248,0.006582266,-0.2705402362,0.156912484,-0.3031925642,0.0741437915,-0.0250721133,0.0027971891,-0.0411151506,-0.0484549383,0.0751776389,-0.0611061086,0.0152163278,-0.1362837475,-0.0599613111,0.0763224364,0.640325258515096,0.703573922464099,0.924252325144875,0.402800086382956,0.708833771127558,0.635300997245528,0.737406677972349,1,1,0.711125145303175,1,1,0.499799496751363,0.702680421685038,0.492737516896353,0.303613183349115,0.614595225894522,0.390502777716321,0.605394605394605,0.661338661338661,0.759240759240759,0.403596403596404,0.536463536463537,0.62037962037962,0.689906405268651,0.782604989324481,0.933771296590468,0.410907940767053,0.359984355955116,0.623347777991872,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 50",0.0072887904,0.0377075305,NA,NA,-0.2139933341,NA,NA,NA,0.1125896394,NA,NA,NA,0.0690791652666667,NA,NA,NA,NA,NA,0.768642522272168,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feature 51",-0.192156295,0.1124193805,0.2262678576,0.3079465977,-0.1277877463,-0.1800567254,-0.0764790946,-0.027751852,0.0168111035,0.0225281152,-0.1998093582,0.0249934687,0.0860079027,0.0843707808666667,0.2027737174,-0.00163712183333333,0.1167658147,0.118402936533333,0.568738430441851,0.576001376569912,0.194550951127613,0.9912726967708,0.442211317845486,0.436029880146406,0.720696962387986,1,0.686450381037594,1,1,0.714512361927456,0.618640101248857,0.663863334994898,0.184454698849373,0.837044145565782,0.398589051865443,0.571043801673927,0.915084915084915,0.971028971028971,0.0729270729270729,0.882117882117882,0.224775224775225,0.314685314685315,0.468256702095233,0.592707063778519,0.185732652950406,0.992055076850505,0.43878584304388,0.511567907449256,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.823545813826538,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,0.996133496133496,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 52",0.169231338,-0.035980563,-0.0630315025,0.0685064031,0.0131017301,-0.0107481939,-0.0169975834,-0.0785778255,-0.1257596211,0.0114476061,0.0836547555,-0.0881851229,-0.0306181992666667,-0.0176492591333333,-0.0516099974333333,0.0129689401333333,-0.0209917981666667,-0.0339607383,0.776636179532699,0.869919932395576,0.633768985088499,0.904189082081042,0.845612799055638,0.753119207571533,1,1,1,1,0.73001255860549,0.740995935745697,0.637687080341954,0.719153103048757,0.72448995621435,0.632223517963391,0.637369656113411,0.69413175619424,0.866133866133866,0.947052947052947,0.993006993006993,0.938061938061938,0.941058941058941,0.956521739130435,0.75518372856183,0.865394767189116,0.63601957474241,0.798105464922123,0.723644613374844,0.637992364845867,1,1,1,1,1,1,0.996724874335073,0.999884892217684,0.992352055097194,0.996241307005781,0.999362887638778,0.831912140378016,1,1,1,1,1,1,1,1,0.992885682841812,1,1,1,0.998683419209076,1,1,1,1,1,0.999056344581373,0.999905964085686,0.993487228703595,0.996322100463079,0.999360667414772,0.853246744592412
"feature 53",-0.2178131445,0.2343209812,NA,NA,0.2266764958,NA,NA,NA,-0.1426278532,NA,NA,NA,0.2789091485,NA,NA,NA,NA,NA,0.337906301139679,NA,NA,NA,NA,NA,0.363020559285063,0.0319784852945416,0.026739023020235,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.192816088672507,0.0875095298844053,1,1,1,0.996724874335073,NA,NA,NA,NA,NA,0.902419883480947,0.192816088672507,0.0875095298844053,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
